 nodes				 score
 28484				0.076752
 12647				0.076739
 14636				0.076734
 32401				0.076718
 54886				0.076716
 32411				0.076688
 10260				0.076676
 26153				0.076671
 53542				0.076664
 15777				0.076662
  3436				0.076661
 27887				0.076659
 55553				0.076642
 41049				0.076638
 68383				0.076637
  9627				0.076634
 37341				0.076619
  4704				0.076608
 37482				0.076603
 37483				0.076603
 37484				0.076603
 37485				0.076603
 37486				0.076603
  1824				0.076598
 19766				0.076597
 20429				0.076596
  7114				0.076594
 36403				0.076593
 54085				0.076588
 15721				0.076580
 53687				0.076560
 27107				0.076544
 30351				0.076539
 49203				0.076526
 53561				0.076517
   488				0.076502
 69135				0.076497
 45226				0.076489
  9058				0.076486
 62842				0.076469
 70048				0.076469
 70049				0.076469
 15708				0.076469
 49302				0.076469
 12829				0.076468
 27447				0.076461
  6192				0.076453
 61196				0.076453
 61197				0.076453
 70177				0.076448
 10812				0.076437
 22027				0.076428
 34081				0.076421
 34085				0.076421
 20435				0.076414
 33562				0.076410
 60339				0.076395
 34185				0.076383
 13663				0.076376
 30444				0.076376
 12802				0.076361
 45536				0.076358
 50871				0.076354
 47469				0.076352
 12975				0.076344
 19549				0.076342
  3409				0.076340
 48847				0.076337
 15251				0.076327
 63707				0.076310
 68950				0.076308
 28363				0.076305
 41858				0.076305
 44733				0.076300
  3125				0.076295
 17723				0.076283
 75654				0.076273
 75655				0.076273
 75656				0.076273
 26039				0.076267
  8868				0.076251
 44771				0.076250
 15378				0.076245
  8475				0.076242
  7098				0.076242
  2778				0.076237
 54590				0.076234
 10634				0.076233
 66835				0.076232
 66836				0.076232
 23355				0.076226
 29435				0.076220
 40993				0.076215
 23562				0.076214
 13775				0.076213
 37973				0.076205
 59916				0.076204
 31522				0.076194
 21437				0.076185
 29676				0.076181
 22688				0.076173
  3456				0.076171
 15943				0.076171
 18968				0.076161
 20317				0.076153
 12034				0.076150
 40781				0.076143
 20639				0.076142
 26073				0.076139
 24906				0.076083
 49262				0.076072
 45685				0.076062
 62897				0.076048
  1555				0.076048
  9587				0.076042
 18064				0.076042
 44980				0.076037
  9141				0.076036
 36607				0.076035
 10771				0.076022
 32640				0.076022
 35262				0.076022
 19346				0.076014
 45272				0.076010
 42779				0.076004
 60136				0.076002
 32770				0.075990
 12103				0.075989
 43411				0.075988
 15163				0.075978
 47257				0.075972
  1260				0.075971
 24233				0.075966
 56480				0.075959
 19992				0.075946
 54320				0.075945
 25985				0.075945
 44247				0.075944
  8279				0.075944
  6181				0.075938
  3487				0.075935
 20145				0.075932
 31165				0.075929
 46344				0.075922
 47353				0.075919
 51710				0.075917
   308				0.075914
  1967				0.075911
 20947				0.075906
 19316				0.075900
 21769				0.075893
 56685				0.075890
 56516				0.075890
 22810				0.075887
 20652				0.075883
 45613				0.075880
  7955				0.075878
 24595				0.075877
 49504				0.075877
 51976				0.075875
 64153				0.075875
 26314				0.075868
  2679				0.075856
 18348				0.075849
 28393				0.075843
 51992				0.075833
 31976				0.075829
 52837				0.075826
 40390				0.075822
 24466				0.075821
 25454				0.075820
 51114				0.075810
 10575				0.075804
 41313				0.075770
 10182				0.075766
 31510				0.075764
 70361				0.075761
 37596				0.075761
 44313				0.075760
 15239				0.075752
 21893				0.075751
 28962				0.075750
 24443				0.075739
 65172				0.075729
 23328				0.075726
 13264				0.075726
 11121				0.075725
 22592				0.075718
 31120				0.075716
 30603				0.075716
 14633				0.075711
 35277				0.075697
 59455				0.075694
 37345				0.075691
 60954				0.075688
 51522				0.075684
  5746				0.075683
  3870				0.075682
 70091				0.075666
  7415				0.075665
 51948				0.075657
 19328				0.075651
 47508				0.075651
 18276				0.075650
 38955				0.075644
 53221				0.075639
 12839				0.075636
 14507				0.075615
  8670				0.075609
 48714				0.075606
 25649				0.075596
 43200				0.075593
 71706				0.075591
 71707				0.075591
 71708				0.075591
 71709				0.075591
 38288				0.075591
 57496				0.075587
  5770				0.075580
  3577				0.075568
 17520				0.075548
 65656				0.075542
 68358				0.075532
 27929				0.075523
 19785				0.075502
 64770				0.075501
  4023				0.075500
 51459				0.075499
  3205				0.075498
 10452				0.075492
 53337				0.075473
 46594				0.075464
  7755				0.075461
 20701				0.075457
 19673				0.075456
 28665				0.075456
 51761				0.075456
 34693				0.075451
 25688				0.075449
 23910				0.075448
  7155				0.075446
 44850				0.075442
 66593				0.075440
 66594				0.075440
 54483				0.075434
 41869				0.075427
 20705				0.075424
  5090				0.075421
 16201				0.075406
 23771				0.075403
 60879				0.075401
 60880				0.075401
 60881				0.075401
 60882				0.075401
 60883				0.075401
 25049				0.075381
 57422				0.075349
 57423				0.075349
  9018				0.075345
 47485				0.075338
 38007				0.075327
 21318				0.075322
 13499				0.075315
 70530				0.075310
 35202				0.075298
 63756				0.075292
 53604				0.075284
 54617				0.075282
 25396				0.075274
 27163				0.075272
 32780				0.075261
 70020				0.075257
 18675				0.075241
 27915				0.075237
 13742				0.075228
  5751				0.075206
 17378				0.075198
 14545				0.075197
 66602				0.075190
 50019				0.075186
 56500				0.075177
 26707				0.075167
 24395				0.075163
 37261				0.075162
 41052				0.075158
  2314				0.075156
 10010				0.075155
 23044				0.075154
 12524				0.075147
 58579				0.075145
 15923				0.075137
 41430				0.075137
 28250				0.075104
 35461				0.075093
  7575				0.075081
  1943				0.075079
 40883				0.075078
 36927				0.075075
 21526				0.075072
  1664				0.075071
 27575				0.075069
 14047				0.075060
 27334				0.075049
 28470				0.075037
  5296				0.075026
 17249				0.075022
 11853				0.075022
 10533				0.075014
 59444				0.075012
 19534				0.075006
 30806				0.075004
 39790				0.075003
 30647				0.074999
 26539				0.074998
 37640				0.074991
 24189				0.074989
 59629				0.074989
 23541				0.074988
  8736				0.074987
 50957				0.074958
 28477				0.074955
   280				0.074955
 25939				0.074952
 42819				0.074951
 32654				0.074948
 32561				0.074945
 41826				0.074943
 41681				0.074938
  8471				0.074934
 65907				0.074923
 19381				0.074918
 69899				0.074914
 28421				0.074914
  5243				0.074909
 14472				0.074899
 68592				0.074899
 68593				0.074899
 68594				0.074899
 67165				0.074881
 69526				0.074881
 69768				0.074881
 75648				0.074881
  3224				0.074880
 25640				0.074866
 61377				0.074863
 66016				0.074854
 26150				0.074849
  3981				0.074843
  8524				0.074842
 34023				0.074842
 60046				0.074829
  6338				0.074829
 39930				0.074822
 39935				0.074822
 37140				0.074820
 38860				0.074820
 43290				0.074820
 65830				0.074820
  8979				0.074820
 20898				0.074810
 45919				0.074808
 13512				0.074805
 43390				0.074803
  8551				0.074795
 37456				0.074791
 18416				0.074790
 32244				0.074780
 44457				0.074778
 12550				0.074778
 12234				0.074765
 11347				0.074754
 16216				0.074745
 50173				0.074744
 27708				0.074724
 18358				0.074722
 17335				0.074718
 21968				0.074718
 41062				0.074706
 40137				0.074701
 11418				0.074694
 52395				0.074691
 46658				0.074690
 69154				0.074689
 20865				0.074688
 27263				0.074672
 71484				0.074670
 27681				0.074667
 12968				0.074666
 25972				0.074654
  5633				0.074649
 33018				0.074647
 69096				0.074638
 69097				0.074638
 37809				0.074638
 66341				0.074638
 16280				0.074637
  6888				0.074636
 51098				0.074615
 24178				0.074610
 23535				0.074593
 33947				0.074586
 27348				0.074580
 15859				0.074576
 31103				0.074554
  3328				0.074553
 30042				0.074553
  1525				0.074549
 65543				0.074544
 50710				0.074540
 54198				0.074540
 58855				0.074535
 62654				0.074533
 43365				0.074518
 36984				0.074496
 56610				0.074496
  1925				0.074494
 45487				0.074488
 24211				0.074488
 11689				0.074487
 24434				0.074484
 53317				0.074474
  2726				0.074467
 13308				0.074467
 17989				0.074465
 12439				0.074458
 59693				0.074456
 59695				0.074456
 10628				0.074455
 14672				0.074452
  8390				0.074445
 16567				0.074445
 37955				0.074430
 65732				0.074426
 12937				0.074422
 17013				0.074422
 45357				0.074418
 51894				0.074406
 51895				0.074406
 19336				0.074406
 42711				0.074406
 41941				0.074406
 15933				0.074404
 15934				0.074404
 11626				0.074403
  9758				0.074402
 42746				0.074402
 20318				0.074396
 23012				0.074395
 43999				0.074382
 41494				0.074377
 11552				0.074376
 43294				0.074373
 57545				0.074365
 34813				0.074356
 51236				0.074350
 10226				0.074349
 12916				0.074333
 20669				0.074327
 35752				0.074324
 61762				0.074322
 41027				0.074315
 21879				0.074306
 15972				0.074302
 62197				0.074299
 37803				0.074297
 16183				0.074290
 53749				0.074285
 19239				0.074284
  1331				0.074284
 75685				0.074282
 12472				0.074262
 72337				0.074262
 72342				0.074262
 18658				0.074262
 30833				0.074258
 36005				0.074241
 15377				0.074236
  3605				0.074225
 33109				0.074225
  5703				0.074222
 17623				0.074222
 49065				0.074221
 39316				0.074221
 27765				0.074219
 18290				0.074219
 58952				0.074216
 30465				0.074204
 63946				0.074199
  9410				0.074187
 28967				0.074183
 55808				0.074177
 32187				0.074172
 18928				0.074166
 35944				0.074153
 36408				0.074150
  7561				0.074148
 17631				0.074148
 27624				0.074146
 44739				0.074141
 19102				0.074140
 63021				0.074132
 62187				0.074131
 13142				0.074129
 46209				0.074128
  4627				0.074127
 20680				0.074122
 36657				0.074118
 18530				0.074117
 61184				0.074117
 59380				0.074109
 11263				0.074106
 67683				0.074104
 45491				0.074104
  8241				0.074095
 19202				0.074088
 11537				0.074086
 50021				0.074083
 44338				0.074082
 24736				0.074079
  6052				0.074069
  6056				0.074069
 64305				0.074065
 67541				0.074060
 68616				0.074060
 55780				0.074051
 20655				0.074047
 16262				0.074034
 29663				0.074030
 19258				0.074030
 36430				0.074030
 47386				0.074021
 43400				0.074017
 45908				0.074010
  9761				0.074010
 15485				0.074010
 72813				0.074010
 74692				0.074010
  3848				0.074008
 74872				0.074003
 11310				0.074000
 68448				0.073986
 68449				0.073986
 58125				0.073981
 32794				0.073973
 42082				0.073967
 49955				0.073960
 34807				0.073952
 43175				0.073946
 59657				0.073945
 24094				0.073945
 30800				0.073937
 28194				0.073935
 20788				0.073932
  8875				0.073928
  8936				0.073919
 10472				0.073914
 49774				0.073909
 27852				0.073909
 65232				0.073908
 11455				0.073903
   525				0.073892
 47808				0.073889
 55692				0.073886
 19391				0.073872
 22398				0.073866
 22399				0.073866
 21675				0.073863
 18127				0.073843
 69215				0.073842
 25975				0.073834
 20960				0.073834
 45439				0.073832
 39216				0.073825
 11617				0.073824
 48435				0.073822
 16060				0.073820
 10936				0.073820
 45559				0.073818
  8497				0.073818
 40210				0.073814
 53426				0.073813
  8837				0.073799
 21518				0.073798
 10608				0.073797
 53112				0.073792
 37584				0.073781
 30462				0.073781
 41390				0.073778
 24433				0.073773
 56160				0.073765
 56161				0.073765
 19313				0.073752
 22135				0.073743
 14721				0.073731
 32844				0.073716
 26739				0.073713
 34625				0.073711
 37728				0.073707
  9453				0.073693
 14623				0.073685
  4717				0.073684
 40055				0.073684
 61531				0.073674
 18294				0.073674
  4297				0.073671
 17208				0.073670
 28786				0.073661
  2522				0.073647
  4221				0.073646
 53987				0.073639
 71013				0.073639
 71014				0.073639
 51842				0.073635
  7647				0.073634
 49148				0.073624
 49155				0.073624
 21762				0.073623
 68311				0.073598
 41264				0.073596
 15074				0.073586
 22230				0.073579
 32505				0.073578
 33427				0.073574
 33925				0.073573
 31896				0.073567
 31645				0.073559
 37510				0.073559
  4786				0.073555
  6713				0.073547
 66211				0.073547
 62178				0.073546
 18637				0.073535
 65040				0.073535
 14377				0.073529
 21679				0.073523
 41991				0.073523
 32125				0.073511
 29531				0.073506
 10782				0.073504
 17303				0.073501
 57804				0.073501
 19998				0.073496
   774				0.073475
  8250				0.073466
 37265				0.073462
 58228				0.073460
 43478				0.073457
  9188				0.073450
 22142				0.073441
  7352				0.073438
 21935				0.073433
 11096				0.073431
 32809				0.073414
  6832				0.073411
 46962				0.073410
 30967				0.073408
 10695				0.073406
 18503				0.073399
 70816				0.073390
 33934				0.073388
 37071				0.073388
 61030				0.073372
 26975				0.073371
 19318				0.073369
 70332				0.073367
 36147				0.073365
  6340				0.073364
 29721				0.073360
  7136				0.073358
 21395				0.073344
 14588				0.073334
 30429				0.073331
 40918				0.073330
 31493				0.073328
  9488				0.073327
  2779				0.073325
  8722				0.073319
 26797				0.073318
 44807				0.073315
  3451				0.073311
 29624				0.073310
 26848				0.073305
 18772				0.073305
 68264				0.073305
 68265				0.073305
 68266				0.073305
 68267				0.073305
 68268				0.073305
  8054				0.073300
 15131				0.073300
  6712				0.073294
 23030				0.073289
 16326				0.073283
 70918				0.073271
 32340				0.073262
 46632				0.073262
 33996				0.073258
  7456				0.073238
 11403				0.073237
 36978				0.073234
 37260				0.073233
 60448				0.073210
 33535				0.073206
  3642				0.073202
 24913				0.073192
 48265				0.073174
 28955				0.073166
 68107				0.073164
 46493				0.073162
 53025				0.073155
 31402				0.073154
 32871				0.073149
 21520				0.073138
  9511				0.073136
 63776				0.073126
 73004				0.073124
 56577				0.073117
 33215				0.073115
 15635				0.073111
 55914				0.073110
 54448				0.073108
 65746				0.073104
 65748				0.073104
 55238				0.073096
 30371				0.073092
 26864				0.073092
 75868				0.073091
 58388				0.073090
 31805				0.073087
 40088				0.073084
 67800				0.073084
 67801				0.073084
 30729				0.073084
 41451				0.073083
 59758				0.073080
 64826				0.073075
  4859				0.073073
 46535				0.073069
  1329				0.073068
 35904				0.073065
 41254				0.073062
 15757				0.073058
  6191				0.073044
 11260				0.073032
  8942				0.073031
 21161				0.073031
 24077				0.073030
  4091				0.073017
 27058				0.073017
 43255				0.073011
 33144				0.073001
 41433				0.072999
 10857				0.072999
 19501				0.072998
  8090				0.072992
  5163				0.072990
 27658				0.072987
 24683				0.072982
 40113				0.072982
  3002				0.072980
  3997				0.072977
 10069				0.072967
 29526				0.072967
 67283				0.072959
 55494				0.072956
 62094				0.072948
 62095				0.072948
 53957				0.072944
 66587				0.072940
 36522				0.072939
 35859				0.072939
 61742				0.072936
 22809				0.072933
 20487				0.072932
 24096				0.072931
 17384				0.072929
 36098				0.072922
 19950				0.072921
 25476				0.072916
 51517				0.072913
 51729				0.072911
 18616				0.072910
 32467				0.072908
 26453				0.072905
 16963				0.072902
 64002				0.072899
 58729				0.072897
 14477				0.072896
 29331				0.072894
 25532				0.072871
 30513				0.072868
 67767				0.072861
 12541				0.072858
 31230				0.072854
  5534				0.072847
 20178				0.072841
 43192				0.072826
 43193				0.072826
 43194				0.072826
 15234				0.072825
 51121				0.072816
  9482				0.072813
 73938				0.072811
 19816				0.072807
  4271				0.072802
 15328				0.072801
 32887				0.072799
 65533				0.072786
 33273				0.072782
  8361				0.072782
 30095				0.072760
 51338				0.072744
  7686				0.072742
  3347				0.072741
  3056				0.072736
 64448				0.072732
 25425				0.072725
 37163				0.072711
 35311				0.072706
 52567				0.072705
 27161				0.072705
 41981				0.072703
 24667				0.072699
 12048				0.072694
 66812				0.072693
   503				0.072692
 43125				0.072684
 12243				0.072682
 22472				0.072677
 48269				0.072675
 24423				0.072673
 38276				0.072666
 15626				0.072658
 23308				0.072651
 54536				0.072648
 54537				0.072648
 55344				0.072646
 29583				0.072644
 58117				0.072626
 62510				0.072618
 62511				0.072618
 42284				0.072609
 58595				0.072602
 12365				0.072596
  1997				0.072595
 55688				0.072591
 41293				0.072583
 69612				0.072576
 69613				0.072576
 69614				0.072576
  7813				0.072575
 30205				0.072571
 71650				0.072568
 40508				0.072563
 45691				0.072560
 15681				0.072558
 17784				0.072556
 24877				0.072551
 35424				0.072548
 55048				0.072545
 23601				0.072544
 31799				0.072528
 63643				0.072527
  6651				0.072522
 34891				0.072517
 20306				0.072512
 11389				0.072509
 19597				0.072507
  8871				0.072497
 48741				0.072496
 24059				0.072490
 15505				0.072478
 45709				0.072470
 63811				0.072468
 63813				0.072468
 16341				0.072457
  8046				0.072455
 16230				0.072451
 20764				0.072442
 18538				0.072436
 19814				0.072431
  8190				0.072423
 26800				0.072422
 35717				0.072416
 24552				0.072409
 28317				0.072401
 18379				0.072397
 66242				0.072394
 27763				0.072380
 21021				0.072379
 37613				0.072376
 64599				0.072362
 17412				0.072346
 19422				0.072339
  6929				0.072335
 24084				0.072331
 41601				0.072326
 41159				0.072324
 40062				0.072319
 40064				0.072319
 40065				0.072319
 25676				0.072311
 22373				0.072310
 31803				0.072310
 17619				0.072300
 17673				0.072300
 19351				0.072292
 20437				0.072276
 18180				0.072274
 47898				0.072274
 29983				0.072264
 10063				0.072261
 47256				0.072259
 40148				0.072257
 29836				0.072255
 73665				0.072255
 73789				0.072255
  6263				0.072255
 18198				0.072253
 70068				0.072246
 70069				0.072246
 22262				0.072243
 39240				0.072241
 67241				0.072239
 38030				0.072234
 20204				0.072229
 12199				0.072227
 22745				0.072222
 34930				0.072221
  2199				0.072212
 32217				0.072206
 75557				0.072205
 75558				0.072205
 75559				0.072205
 75560				0.072205
 49650				0.072205
  9280				0.072202
 53127				0.072192
 31180				0.072186
 38357				0.072185
 23136				0.072180
 18081				0.072170
 43803				0.072169
 40565				0.072165
 35226				0.072163
 16814				0.072162
 17827				0.072159
 62054				0.072149
 22409				0.072141
 33263				0.072134
 58016				0.072134
 68779				0.072132
 39515				0.072124
 55767				0.072114
 33230				0.072109
  8461				0.072109
 34815				0.072107
 27549				0.072105
 30448				0.072105
 14719				0.072101
 26363				0.072096
 33063				0.072092
 18363				0.072091
 33072				0.072091
 33808				0.072064
  2017				0.072064
 32688				0.072056
 23039				0.072051
 12106				0.072044
 18497				0.072033
 30516				0.072025
 34849				0.072024
 21599				0.072015
 12593				0.072005
 30188				0.071999
 68578				0.071995
  2855				0.071988
 65786				0.071967
  4882				0.071967
 15460				0.071961
 49692				0.071957
 15263				0.071951
 65569				0.071947
 15132				0.071940
 49791				0.071937
 38246				0.071926
 14934				0.071925
  3316				0.071906
 71461				0.071899
 62107				0.071890
 62108				0.071890
 71148				0.071890
 71149				0.071890
 75483				0.071890
 75484				0.071890
 54530				0.071890
 24761				0.071877
 24073				0.071876
 29690				0.071875
  9190				0.071872
 47556				0.071866
 13258				0.071863
 25056				0.071861
 18104				0.071860
 17370				0.071852
 17530				0.071851
  6709				0.071848
 51165				0.071843
  6926				0.071832
 11171				0.071828
 25890				0.071817
 12932				0.071813
 12870				0.071813
 37647				0.071811
 30842				0.071806
  2564				0.071799
 75879				0.071799
 75880				0.071799
 75881				0.071799
 23185				0.071793
 11518				0.071786
 36441				0.071784
 13393				0.071784
 29124				0.071784
 29892				0.071784
 14356				0.071765
 72919				0.071745
 12134				0.071743
 44864				0.071738
 34295				0.071730
 49003				0.071726
 49004				0.071726
 49005				0.071726
 49006				0.071726
 49007				0.071726
 49008				0.071726
 21528				0.071726
 12036				0.071717
  7174				0.071713
 17133				0.071712
 66756				0.071705
 34732				0.071703
 54167				0.071703
  9093				0.071698
 13409				0.071693
 49698				0.071685
 25415				0.071685
 43396				0.071681
 68710				0.071681
 68711				0.071681
 15259				0.071679
 17050				0.071678
 29890				0.071677
 15199				0.071675
 38801				0.071674
 11825				0.071667
 36073				0.071666
 41689				0.071661
 33361				0.071660
 20252				0.071657
 33739				0.071652
 11124				0.071652
 66142				0.071646
 33962				0.071645
  7510				0.071642
 48399				0.071632
 62275				0.071631
 68467				0.071631
 12601				0.071623
 64713				0.071620
 46698				0.071615
 39992				0.071614
 71010				0.071613
 30310				0.071603
 39503				0.071603
 13667				0.071601
 16527				0.071592
 22339				0.071590
 10365				0.071588
 27300				0.071573
 33048				0.071572
 60800				0.071572
 38702				0.071563
 66768				0.071562
 71133				0.071560
  7092				0.071558
 34955				0.071552
 52799				0.071546
 17630				0.071542
 24751				0.071541
 62309				0.071537
 68603				0.071521
 69404				0.071513
  4865				0.071497
  6748				0.071496
  7746				0.071471
 34064				0.071462
  6573				0.071452
 21521				0.071449
 28239				0.071436
 21417				0.071436
 41244				0.071429
 31650				0.071426
 51138				0.071422
 58315				0.071420
  7719				0.071413
 65651				0.071406
 63149				0.071405
 67963				0.071402
 22009				0.071401
 12668				0.071397
 74453				0.071397
 70654				0.071396
 15703				0.071394
 56506				0.071390
 18166				0.071388
 28165				0.071387
 18329				0.071380
 50010				0.071377
 15546				0.071365
 17786				0.071363
  2701				0.071362
 71240				0.071358
 51980				0.071356
  3701				0.071346
 16139				0.071343
 67741				0.071338
 15360				0.071337
 42121				0.071335
 31718				0.071325
 19518				0.071313
 19521				0.071313
 19522				0.071313
 19531				0.071313
 10809				0.071312
 15337				0.071309
 61562				0.071301
 53048				0.071292
 25386				0.071288
 21263				0.071283
 34214				0.071280
 62970				0.071279
 72188				0.071271
 24222				0.071268
 71414				0.071268
 17024				0.071263
 33328				0.071263
 50693				0.071253
 54101				0.071250
 54102				0.071250
 68764				0.071241
 67663				0.071241
 40685				0.071228
 40686				0.071228
 13947				0.071228
  5604				0.071218
 42738				0.071208
 26626				0.071198
 65886				0.071194
 61536				0.071189
 61537				0.071189
 61538				0.071189
 52825				0.071184
  3091				0.071180
  3215				0.071165
  7118				0.071158
 56904				0.071156
  8313				0.071152
 11467				0.071150
 11382				0.071144
 57023				0.071141
 21899				0.071139
 25926				0.071137
 16516				0.071135
 15788				0.071128
 19996				0.071123
 14525				0.071120
 47359				0.071116
 63479				0.071101
 69021				0.071100
 69022				0.071100
 13574				0.071093
 32978				0.071088
 65469				0.071088
  8890				0.071082
 15849				0.071081
 41512				0.071073
 45468				0.071069
  6221				0.071068
 68421				0.071068
 52249				0.071066
 24807				0.071061
  6751				0.071059
 63232				0.071057
 32474				0.071055
 59929				0.071052
 39521				0.071046
 17458				0.071042
 47349				0.071042
 11734				0.071038
 36632				0.071032
 17757				0.071025
 26297				0.071022
 37423				0.071022
 30409				0.071016
 40287				0.071007
 24167				0.071004
 62938				0.070998
  7325				0.070998
 18212				0.070998
 28075				0.070991
 12396				0.070985
 64268				0.070978
 46960				0.070977
 59721				0.070972
 35624				0.070970
  3236				0.070966
 38869				0.070964
  5176				0.070957
 41321				0.070954
 20500				0.070949
 39879				0.070943
 26093				0.070925
  8080				0.070919
 33951				0.070919
 46603				0.070916
   202				0.070914
 24146				0.070913
 27238				0.070869
  2770				0.070861
 53411				0.070860
 51277				0.070859
 22722				0.070849
 34505				0.070843
 23914				0.070835
 30174				0.070835
 12212				0.070832
  6777				0.070831
 62647				0.070825
  3298				0.070823
 49514				0.070817
 23587				0.070815
 14886				0.070808
 17796				0.070804
 30274				0.070802
 74247				0.070795
 74305				0.070795
 16120				0.070794
  1968				0.070788
  1945				0.070762
 16896				0.070749
  2280				0.070746
 25116				0.070746
 43353				0.070746
 65000				0.070744
 11682				0.070742
 37794				0.070739
 54015				0.070730
 10074				0.070727
 69184				0.070726
 72219				0.070725
 54076				0.070717
 18204				0.070717
 16940				0.070717
 16543				0.070713
 70464				0.070709
 11718				0.070700
 63671				0.070697
  1963				0.070697
 13829				0.070696
 26768				0.070686
 37570				0.070683
 60485				0.070677
 21639				0.070677
 32679				0.070675
 31653				0.070659
 75375				0.070654
 11452				0.070632
 43385				0.070631
 19441				0.070605
 18983				0.070602
 52212				0.070602
 55253				0.070601
 21499				0.070600
 41346				0.070598
 30390				0.070594
 39231				0.070592
 58637				0.070587
 20100				0.070586
 13761				0.070581
 20238				0.070581
 12204				0.070581
 21491				0.070575
 27416				0.070573
 29520				0.070573
 68941				0.070565
 68942				0.070565
 14541				0.070564
 29990				0.070560
 55069				0.070557
 64276				0.070555
 64277				0.070555
 67364				0.070549
 30979				0.070547
 28107				0.070544
 37314				0.070542
 18015				0.070542
  4140				0.070538
 33894				0.070537
 37694				0.070534
 20900				0.070530
 23416				0.070526
 13669				0.070518
 30918				0.070514
  8730				0.070513
  1859				0.070496
 33104				0.070488
 27596				0.070487
 46866				0.070484
 24902				0.070470
 32128				0.070465
   148				0.070453
 44498				0.070451
  7752				0.070449
 16959				0.070436
 20588				0.070435
  3508				0.070431
 19655				0.070419
 59242				0.070409
  3575				0.070408
 22484				0.070407
 46118				0.070404
 70290				0.070398
 22856				0.070396
 53621				0.070396
  4475				0.070389
 15937				0.070387
 19874				0.070385
 25992				0.070383
 52770				0.070372
 56461				0.070372
 56464				0.070372
 39528				0.070366
 55964				0.070365
 55694				0.070364
 30619				0.070363
 59744				0.070356
 66212				0.070355
  3364				0.070353
 24491				0.070352
  8525				0.070349
 27650				0.070346
 18505				0.070322
 37564				0.070319
 31991				0.070315
 56505				0.070313
 27139				0.070311
 22186				0.070306
 20427				0.070293
 36948				0.070270
 37154				0.070270
 43556				0.070265
 66735				0.070265
 37067				0.070265
 13309				0.070262
 20226				0.070262
 58197				0.070254
 31419				0.070246
 13546				0.070231
 58597				0.070226
 29284				0.070224
 15664				0.070221
 33121				0.070220
 43804				0.070217
 43805				0.070217
 39652				0.070216
 25625				0.070208
 13228				0.070199
 28384				0.070198
 17871				0.070197
 22730				0.070192
 14754				0.070190
 28385				0.070189
 18622				0.070187
 31003				0.070179
 50239				0.070172
 22358				0.070170
 19583				0.070167
 67733				0.070154
 22539				0.070149
 70217				0.070148
 71456				0.070143
 34229				0.070142
 37042				0.070137
 46039				0.070134
  8884				0.070126
  5350				0.070125
  5352				0.070125
  5926				0.070125
 59607				0.070117
  4835				0.070114
  4836				0.070114
 71200				0.070111
 11709				0.070107
 26380				0.070106
 54460				0.070098
 22895				0.070097
 33116				0.070090
 67267				0.070084
 12971				0.070084
 13115				0.070078
 38826				0.070073
 45078				0.070073
 24762				0.070061
 69210				0.070059
  7891				0.070050
 22776				0.070049
 54655				0.070039
 31329				0.070037
 24095				0.070028
 52666				0.070026
  6019				0.070023
 42058				0.070022
 22538				0.070001
 24047				0.069997
 26234				0.069995
 64458				0.069994
 44709				0.069993
  2604				0.069988
 29134				0.069971
 64423				0.069968
 32712				0.069966
 10781				0.069959
  2580				0.069959
 18082				0.069947
 22224				0.069939
 50839				0.069931
 20713				0.069925
 27411				0.069917
 12625				0.069906
 13750				0.069902
 27620				0.069900
 59430				0.069896
 16396				0.069892
 22028				0.069891
 25530				0.069880
 52377				0.069867
 71015				0.069866
 71016				0.069866
  7924				0.069863
 27565				0.069856
  8203				0.069855
 57981				0.069847
 40233				0.069842
  5147				0.069839
 13766				0.069832
 64581				0.069825
 28300				0.069824
 35577				0.069820
 64304				0.069815
 37611				0.069813
 66930				0.069812
 49044				0.069803
 30488				0.069797
 45082				0.069797
 45083				0.069797
 53252				0.069777
 12965				0.069776
 53524				0.069769
 53525				0.069769
 17035				0.069760
 37096				0.069755
  2494				0.069744
 38706				0.069739
 61484				0.069737
 18265				0.069733
 20519				0.069731
 54077				0.069726
 52564				0.069723
 18328				0.069721
 11752				0.069721
 59705				0.069720
 36539				0.069718
 18517				0.069703
 38884				0.069702
  2989				0.069701
 29837				0.069698
 29838				0.069698
 29840				0.069698
 55204				0.069690
 23809				0.069687
 23810				0.069687
 57759				0.069686
 57760				0.069686
 42811				0.069682
 34582				0.069681
 58512				0.069668
  4079				0.069660
 42623				0.069649
 42624				0.069649
 69750				0.069640
 26171				0.069640
 50249				0.069635
 43891				0.069630
 29876				0.069629
 17787				0.069622
 34281				0.069618
 24128				0.069615
 41515				0.069615
 20030				0.069615
 37316				0.069613
 37210				0.069607
 37211				0.069607
 13772				0.069607
 12305				0.069599
 35302				0.069596
 35303				0.069596
 35314				0.069596
 71452				0.069590
 28210				0.069588
 68763				0.069584
 60441				0.069580
 60442				0.069580
 41568				0.069580
 32902				0.069575
  3680				0.069573
 35932				0.069569
 26420				0.069569
  4678				0.069565
 13170				0.069563
  1223				0.069553
 10706				0.069548
 37417				0.069548
 23006				0.069527
 38526				0.069521
 48591				0.069514
 27029				0.069512
 24251				0.069506
 25850				0.069504
 10319				0.069502
 16347				0.069495
 58457				0.069490
  7351				0.069484
 66919				0.069484
 66920				0.069484
 15049				0.069475
 24534				0.069475
 26308				0.069475
 54703				0.069475
 60516				0.069475
 65972				0.069475
 67436				0.069475
 69279				0.069475
 70487				0.069475
 71047				0.069475
